,BATTER,NAME,YEAR,G,PA,AB,H,RBI,SF,R,HR,TB,BB,UBB,IBB,HBP,G_P,G_C,G_1B,G_2B,G_3B,G_SS,G_LF,G_CF,G_RF,G_OF,G_DH,SB,CS,BASEBALLREFERENCECODE,PLAYERID,WARP,TEAM
133,17275,Aaron Ledesma,1990,252,770,714,214,73.0,3.0,90,2,264,42,39.0,3.0,5.0,0,0,13,58,54,114,0,0,0,0,7,11.0,8.0,ledesaa01,17275,1.133298,TBD
134,17294,Pat Listach,1990,503,1991,1772,444,143.0,9.0,250,5,548,167,165.0,2.0,8.0,0,0,0,72,2,333,4,87,2,93,0,116.0,38.0,listapa01,17294,3.672896,MIL
135,17331,Felix Martinez,2000,183,591,518,118,31.0,3.0,66,3,161,42,42.0,0.0,13.0,0,0,0,10,0,173,0,0,0,0,0,15.0,8.0,martife01,17331,1.529934,TBD
136,17368,Pat Meares,1990,763,2762,2555,681,310.0,30.0,319,41,970,104,102.0,2.0,47.0,0,0,0,0,0,758,0,3,1,4,0,42.0,25.0,mearepa01,17368,1.9933920000000005,MIN
137,17368,Pat Meares,2000,219,798,732,168,72.0,4.0,82,17,258,46,37.0,9.0,10.0,0,0,0,85,0,126,0,0,0,0,0,1.0,2.0,mearepa01,17368,0.0419529999999998,PIT
138,17388,Orlando Miller,1990,297,1017,943,244,113.0,4.0,95,24,379,43,29.0,14.0,21.0,0,0,3,3,33,248,0,0,0,0,8,8.0,11.0,milleor01,17388,0.7761920999999999,HOU
139,17516,Kevin Polcovich,1990,165,517,457,107,35.0,5.0,55,4,149,36,30.0,6.0,14.0,0,0,0,17,9,134,0,0,0,0,0,6.0,5.0,polcoke01,17516,1.5528689999999998,PIT
140,17552,Jeff Reboulet,1990,727,1785,1524,362,139.0,6.0,206,14,473,203,202.0,1.0,11.0,0,1,40,202,212,276,5,3,15,23,6,17.0,12.0,rebouje01,17552,4.384469999999999,MIN
141,17564,Luis Rivera,1980,289,971,892,205,73.0,5.0,90,9,289,62,57.0,5.0,4.0,0,0,0,1,0,276,0,0,0,0,1,6.0,8.0,riverlu01,17564,-1.251857,MON
142,17564,Luis Rivera,1990,492,1482,1323,311,136.0,6.0,159,19,449,109,109.0,0.0,10.0,0,0,0,43,10,408,1,0,0,1,3,14.0,14.0,riverlu01,17564,1.88380067,BOS
143,17692,Mario Diaz,1990,283,658,604,159,65.0,8.0,65,4,203,31,30.0,1.0,2.0,0,0,1,40,35,160,0,0,0,0,0,1.0,2.0,diazma01,17692,-0.19998039999999997,TEX
144,17711,Rance Mulliniks,1970,150,511,458,105,35.0,7.0,49,5,142,35,33.0,2.0,3.0,0,0,0,0,0,146,0,0,0,0,0,3.0,1.0,mullira01,17711,0.8639292999999999,CAL
145,17770,Bill Pecota,1980,233,504,446,103,36.0,2.0,71,7,150,43,42.0,1.0,5.0,0,1,15,30,57,108,7,2,15,24,1,17.0,4.0,pecotbi01,17770,1.088819,KCR
146,17780,Alan Trammell,1970,300,1072,951,255,84.0,8.0,123,8,324,92,92.0,0.0,2.0,0,0,0,0,0,300,0,0,0,0,0,20.0,15.0,trammal01,17780,1.0524961999999998,DET
147,17780,Alan Trammell,1980,1389,5905,5192,1504,637.0,53.0,815,130,2239,547,514.0,33.0,27.0,0,0,0,0,0,1349,0,0,0,0,26,167.0,71.0,trammal01,17780,38.620459999999994,DET
148,17780,Alan Trammell,1990,604,2398,2145,606,282.0,15.0,293,47,879,211,196.0,15.0,8.0,0,0,0,11,43,490,5,4,0,9,32,49.0,23.0,trammal01,17780,11.194611000000002,DET
149,17783,Eric Yelding,1990,298,983,903,221,58.0,6.0,103,3,269,63,57.0,6.0,0.0,0,0,0,42,10,115,13,88,7,108,0,78.0,36.0,yeldier01,17783,0.71887,HOU
150,17813,Jeff Kunkel,1980,238,688,638,154,55.0,3.0,71,15,246,26,25.0,1.0,6.0,2,0,1,46,17,134,10,28,3,41,7,7.0,7.0,kunkeje01,17813,-0.2939899,TEX
151,17839,Freddie Benavides,1990,219,566,534,135,52.0,3.0,53,4,183,20,13.0,7.0,3.0,0,0,4,95,11,105,0,0,0,0,0,4.0,3.0,benavfr01,17839,-1.374965,CIN
152,17867,Spike Owen,1980,867,3236,2847,682,253.0,18.0,353,25,940,311,283.0,28.0,13.0,0,0,0,0,0,850,0,0,0,0,3,55.0,34.0,owensp01,17867,6.882817999999999,SEA
153,17867,Spike Owen,1990,677,2379,2083,529,186.0,16.0,234,21,742,258,229.0,29.0,2.0,0,0,4,17,99,523,0,0,0,0,2,27.0,28.0,owensp01,17867,6.9335239999999985,MON
154,17881,Curtis Wilkerson,1980,687,1890,1751,445,116.0,9.0,203,4,551,97,94.0,3.0,11.0,0,0,0,258,57,355,1,0,0,1,2,57.0,33.0,wilkecu01,17881,0.22110799999999992,TEX
155,17959,Kurt Stillwell,1980,493,1782,1596,402,166.0,8.0,200,21,579,151,146.0,5.0,10.0,0,0,0,37,20,385,0,0,0,0,0,25.0,19.0,stillku01,17959,3.836303,CIN
156,17959,Kurt Stillwell,1990,505,1696,1529,377,144.0,19.0,162,13,513,123,106.0,17.0,8.0,0,0,1,150,9,305,0,0,0,0,0,13.0,10.0,stillku01,17959,-2.3477919999999997,KCR
157,17961,Dickie Thon,1980,877,3066,2782,746,265.0,19.0,339,49,1080,239,208.0,31.0,6.0,0,0,1,52,24,726,0,0,0,0,15,126.0,46.0,thondi01,17961,17.3652007,HOU
158,17961,Dickie Thon,1990,475,1743,1611,411,162.0,16.0,151,22,564,104,84.0,20.0,3.0,0,0,0,22,25,409,0,0,0,0,14,41.0,17.0,thondi01,17961,2.7776500000000004,PHI
159,17978,Scott Fletcher,1980,997,3747,3268,875,302.0,20.0,436,17,1121,350,343.0,7.0,34.0,0,0,0,154,78,812,0,0,0,0,2,56.0,39.0,fletcsc01,17978,11.8248001,CHW
160,17992,Jody Reed,1980,264,1054,892,259,76.0,7.0,140,4,345,122,121.0,1.0,8.0,0,0,0,83,9,175,0,0,1,1,1,6.0,9.0,reedjo01,17992,4.58805,BOS
161,18038,Al Pedrique,1980,174,489,449,111,36.0,1.0,32,1,134,29,23.0,6.0,4.0,0,0,0,11,20,138,0,0,0,0,0,5.0,4.0,pedrial01,18038,0.7891635000000001,PIT
162,18067,Tom Foley,1980,721,2120,1920,488,192.0,13.0,185,26,696,172,135.0,37.0,5.0,1,0,0,295,52,328,0,0,0,0,0,26.0,28.0,foleyto02,18067,4.2473540000000005,MON
163,18067,Tom Foley,1990,387,868,788,173,71.0,11.0,63,6,235,60,49.0,11.0,2.0,0,0,63,90,38,135,1,0,0,1,0,6.0,1.0,foleyto02,18067,0.2713907000000001,MON
164,18115,Robin Yount,1970,845,3495,3224,871,303.0,25.0,378,34,1173,183,172.0,11.0,6.0,0,0,0,0,0,840,0,1,0,1,0,78.0,42.0,yountro01,18115,9.420017,MIL
165,18132,Felix Fermin,1980,222,737,639,156,27.0,2.0,65,0,171,53,51.0,2.0,8.0,0,0,0,2,0,219,0,0,0,0,0,9.0,5.0,fermife01,18132,2.6040966,PIT
166,18132,Felix Fermin,1990,681,2335,2128,562,180.0,17.0,229,4,667,113,111.0,2.0,16.0,0,0,2,68,17,596,0,0,0,0,0,18.0,16.0,fermife01,18132,-0.16684209999999974,CLE
167,18161,Ernest Riles,1980,586,2072,1864,503,207.0,20.0,237,29,693,165,159.0,6.0,6.0,0,0,0,35,206,310,2,0,3,5,6,15.0,23.0,rileser01,18161,2.0353200000000005,MIL
168,18208,Dick Schofield,1980,827,3005,2658,613,229.0,19.0,315,47,887,227,225.0,2.0,34.0,0,0,0,2,0,821,0,0,0,0,1,87.0,22.0,schofdi02,18208,7.477122999999999,CAL
169,18208,Dick Schofield,1990,541,1923,1641,376,124.0,7.0,190,9,471,219,210.0,9.0,14.0,0,0,0,2,2,527,0,0,0,0,0,33.0,19.0,schofdi02,18208,3.9686375,CAL
170,18261,Ozzie Smith,1970,315,1317,1177,276,73.0,4.0,146,1,338,84,79.0,5.0,2.0,0,0,0,0,0,314,0,0,0,0,0,68.0,19.0,smithoz01,18261,5.89531,SDP
171,18261,Ozzie Smith,1980,1468,6159,5330,1392,477.0,34.0,703,17,1762,662,602.0,60.0,23.0,0,0,0,0,0,1452,0,0,0,0,0,364.0,86.0,smithoz01,18261,39.765409999999996,STL
172,18261,Ozzie Smith,1990,790,3302,2889,792,243.0,25.0,408,10,984,326,312.0,14.0,8.0,0,0,0,0,0,745,0,0,0,0,0,148.0,43.0,smithoz01,18261,13.705188,STL
173,18272,Alfredo Griffin,1970,184,743,673,188,34.0,4.0,87,2,238,45,45.0,0.0,5.0,0,0,0,0,0,174,0,0,0,0,0,23.0,19.0,griffal01,18272,1.9773705999999995,CLE
174,18272,Alfredo Griffin,1980,1419,5434,5051,1263,418.0,36.0,571,21,1646,230,209.0,21.0,17.0,0,0,0,28,4,1371,0,0,0,0,1,155.0,107.0,griffal01,18272,4.5119060000000015,TOR
175,18272,Alfredo Griffin,1990,359,1153,1056,237,75.0,11.0,101,1,277,63,47.0,16.0,3.0,0,0,0,27,6,316,0,0,0,0,0,14.0,8.0,griffal01,18272,2.158024,LAD
176,18275,Rafael Ramirez,1980,1233,4973,4640,1217,414.0,32.0,484,49,1609,220,194.0,26.0,19.0,0,0,0,0,69,1155,2,0,1,3,0,99.0,67.0,ramirra01,18275,7.766767,ATL
177,18275,Rafael Ramirez,1990,306,914,854,215,70.0,3.0,78,4,268,44,33.0,11.0,2.0,0,0,0,27,3,231,0,0,0,0,0,13.0,8.0,ramirra01,18275,0.20775900000000005,HOU
178,18352,Luis Aguayo,1980,568,1244,1104,260,109.0,12.0,142,37,434,94,82.0,12.0,20.0,0,0,0,147,97,259,0,0,0,0,2,7.0,5.0,aguaylu01,18352,3.2416229000000003,PHI
179,18393,Bob Allen,1890,602,2516,2201,532,305.0,0.0,338,14,740,297,0.0,0.0,12.0,0,0,0,1,0,600,0,1,0,1,0,53.0,0.0,allenbo01,18393,11.799999999999999,PHI
180,18418,Gene Alley,1960,765,2907,2648,698,229.0,15.0,303,36,963,176,153.0,23.0,24.0,0,0,0,122,16,598,0,0,0,0,0,42.0,22.0,alleyge01,18418,14.42427979,PIT
181,18418,Gene Alley,1970,430,1425,1279,301,113.0,7.0,139,19,429,124,85.0,39.0,3.0,0,0,0,8,15,379,0,0,0,0,0,21.0,8.0,alleyge01,18418,5.1241983000000015,PIT
182,18419,Gair Allie,1950,121,482,418,83,30.0,3.0,38,3,112,56,0.0,0.0,2.0,0,0,0,0,19,95,0,0,0,0,0,1.0,1.0,alliega01,18419,-0.968846,PIT
183,18430,Bill Almon,1970,429,1448,1321,337,81.0,3.0,144,4,419,95,77.0,18.0,0.0,0,0,0,68,114,225,0,1,0,1,0,47.0,20.0,almonbi01,18430,2.2715531,SDP
184,18430,Bill Almon,1980,807,2211,2009,509,215.0,26.0,246,32,723,155,149.0,6.0,6.0,0,1,96,34,98,391,123,7,35,165,5,81.0,40.0,almonbi01,18430,2.7772467,PIT
185,18443,Dave Altizer,1900,474,1891,1649,410,112.0,0.0,193,4,494,128,0.0,0.0,32.0,0,0,100,38,16,197,4,53,51,108,0,117.0,0.0,altizda01,18443,7.1000000000000005,WSH
186,18448,Luis Alvarado,1970,446,1177,1109,242,83.0,5.0,113,5,306,48,38.0,10.0,2.0,0,0,0,141,44,225,0,0,0,0,2,11.0,9.0,alvarlu01,18448,-0.81396249,CHW
187,18457,Ruben Amaro,1960,900,2369,2079,488,156.0,12.0,203,8,609,222,199.0,23.0,10.0,0,0,169,19,53,669,1,0,0,1,0,11.0,13.0,amaroru01,18457,6.573721899999999,PHI
188,18458,Wayne Ambler,1930,271,890,782,175,73.0,0.0,60,0,218,83,0.0,0.0,0.0,0,0,0,79,0,193,0,0,0,0,0,4.0,1.0,amblewa01,18458,-3.3,PHA
189,18473,Dave Anderson,1980,662,1852,1616,375,116.0,11.0,196,13,491,187,172.0,15.0,5.0,0,0,0,30,179,403,0,0,0,0,0,46.0,20.0,anderda02,18473,4.345795,LAD
190,18473,Dave Anderson,1990,211,435,410,115,27.0,2.0,48,6,153,19,17.0,2.0,0.0,0,0,19,19,39,99,0,0,0,0,0,3.0,10.0,anderda02,18473,-0.791878,SFG
191,18481,Jim Anderson,1980,275,700,628,132,56.0,2.0,68,10,179,53,52.0,1.0,4.0,0,2,0,20,44,191,2,0,1,3,5,6.0,11.0,anderji01,18481,1.9831237000000002,SEA
192,18522,Luis Aparicio,1950,592,2513,2277,595,188.0,15.0,325,14,768,174,168.0,6.0,5.0,0,0,0,0,0,591,0,0,0,0,0,134.0,31.0,aparilu01,18522,11.75621,CHW
193,18522,Luis Aparicio,1960,1494,6525,5975,1548,427.0,40.0,765,57,2057,405,391.0,14.0,17.0,0,0,0,0,0,1482,0,0,0,0,0,342.0,94.0,aparilu01,18522,29.235295,BAL
194,18522,Luis Aparicio,1970,513,2192,1978,534,176.0,21.0,245,12,679,157,155.0,2.0,5.0,0,0,0,0,0,508,0,0,0,0,0,30.0,11.0,aparilu01,18522,5.013315,BOS
195,18528,Luke Appling,1930,1184,4979,4311,1343,615.0,0.0,695,23,1756,624,0.0,0.0,4.0,0,0,0,39,14,1098,0,0,0,0,0,86.0,56.0,applilu01,18528,33.7,CHW
196,18528,Luke Appling,1940,1188,5120,4417,1376,488.0,0.0,613,22,1731,666,0.0,0.0,7.0,0,0,0,0,74,1100,0,0,0,0,0,91.0,52.0,applilu01,18528,40.699999999999996,CHW
197,18595,Rick Auerbach,1970,562,1434,1290,285,76.0,4.0,150,7,366,120,110.0,10.0,5.0,0,0,0,56,33,399,0,0,0,0,0,35.0,17.0,auerbri01,18595,-0.09680840000000003,CIN
198,18623,Charlie Babb,1900,347,1376,1180,287,116.0,0.0,144,0,354,125,0.0,0.0,45.0,0,0,31,2,13,300,0,0,0,0,0,66.0,0.0,babbch01,18623,3.9999999999999996,BRO
199,18659,Bob Bailor,1980,535,1527,1393,359,100.0,10.0,151,2,421,95,89.0,6.0,7.0,3,0,0,159,106,190,57,29,37,123,1,56.0,15.0,bailobo01,18659,5.5511835000000005,NYM
200,18715,Neal Ball,1900,251,922,843,208,70.0,0.0,74,1,254,42,0.0,0.0,3.0,0,0,0,14,0,236,0,0,0,0,0,52.0,0.0,ballne01,18715,0.5,NYY
201,18724,Dave Bancroft,1910,639,2712,2352,583,157.0,0.0,308,14,743,280,0.0,0.0,7.0,0,0,0,3,0,628,2,0,0,2,0,63.0,27.0,bancrda01,18724,14.0,PHI
202,18724,Dave Bancroft,1920,1264,5513,4813,1420,434.0,0.0,740,18,1829,545,0.0,0.0,16.0,0,0,0,11,3,1237,0,0,0,0,0,82.0,48.0,bancrda01,18724,35.00000000000001,BSN
203,18732,Ernie Banks,1950,922,3954,3562,1051,661.0,32.0,582,228,1987,327,216.0,67.0,23.0,0,0,0,0,58,865,0,0,0,0,0,35.0,34.0,bankser01,18732,35.907883399999996,CHC
204,18736,Alan Bannister,1970,447,1566,1404,377,129.0,16.0,207,5,484,126,122.0,4.0,8.0,0,0,1,75,13,158,90,44,7,141,27,43.0,18.0,bannial01,18736,1.811625,CHW
205,18741,Walter Barbare,1920,297,1207,1109,303,101.0,0.0,113,0,361,54,0.0,0.0,0.0,0,0,14,65,45,155,0,0,0,0,0,18.0,7.0,barbawa01,18741,1.7,BSN
206,18822,Jack Barry,1900,164,641,544,118,31.0,0.0,69,1,146,54,0.0,0.0,13.0,0,0,0,20,3,138,0,0,0,0,0,22.0,0.0,barryja01,18822,2.4000000000000004,PHA
207,18822,Jack Barry,1910,1059,4261,3602,891,398.0,0.0,463,9,1111,342,0.0,0.0,63.0,0,0,0,319,0,739,0,0,0,0,0,131.0,34.0,barryja01,18822,23.400000000000002,PHA
208,18827,Dick Bartell,1930,1358,5949,5216,1504,476.0,0.0,781,54,2087,464,0.0,0.0,64.0,0,0,0,3,1,1348,0,0,0,0,0,67.0,0.0,bartedi01,18827,31.4,NYG
209,18827,Dick Bartell,1940,442,1845,1568,406,141.0,0.0,221,22,553,221,0.0,0.0,25.0,0,0,0,2,194,229,0,0,0,0,0,27.0,3.0,bartedi01,18827,7.199999999999999,NYG
210,18843,Eddie Basinski,1940,203,664,602,147,59.0,0.0,58,4,192,35,0.0,0.0,6.0,0,0,0,99,0,104,0,0,0,0,0,1.0,0.0,basined01,18843,-0.9,BRO
211,18914,Ollie Beard,1880,141,594,558,159,77.0,0.0,96,1,203,35,0.0,0.0,1.0,0,0,0,0,0,141,0,0,0,0,0,36.0,0.0,beardol01,18914,3.1,CIN
212,18914,Ollie Beard,1890,190,829,749,194,96.0,0.0,99,3,264,77,0.0,0.0,3.0,0,0,0,0,70,120,0,0,0,0,0,37.0,0.0,beardol01,18914,4.9,CIN
213,18977,Mark Belanger,1960,383,1353,1208,286,81.0,11.0,138,5,345,105,97.0,8.0,6.0,0,0,0,26,2,341,0,0,0,0,0,30.0,9.0,belanma01,18977,6.4571213,BAL
214,18977,Mark Belanger,1970,1402,4743,4119,934,272.0,34.0,486,14,1152,442,429.0,13.0,34.0,0,0,0,0,0,1385,0,0,0,0,0,128.0,62.0,belanma01,18977,23.909799,BAL
215,18977,Mark Belanger,1980,231,506,457,96,36.0,0.0,52,1,120,29,28.0,1.0,2.0,0,0,0,1,0,216,0,0,0,0,0,9.0,4.0,belanma01,18977,-0.496117,BAL
216,19047,Tun Berger,1890,173,687,622,150,57.0,0.0,88,1,187,54,0.0,0.0,11.0,0,48,0,23,1,57,4,4,37,45,0,18.0,0.0,bergetu01,19047,0.30000000000000004,PIT
217,19050,Marty Berghammer,1910,285,920,774,180,52.0,0.0,136,1,213,103,0.0,0.0,16.0,0,0,0,28,0,219,0,0,0,0,0,46.0,10.0,berghma01,19050,0.7000000000000002,CIN
218,19067,Dale Berra,1980,736,2505,2255,542,246.0,24.0,209,40,781,185,133.0,52.0,10.0,0,0,0,25,156,567,0,0,0,0,4,29.0,16.0,berrada01,19067,9.839972099999999,PIT
219,19077,Neil Berry,1950,246,564,502,119,40.0,0.0,64,0,144,49,0.0,0.0,1.0,0,0,0,30,28,127,0,0,0,0,0,6.0,7.0,berryne01,19077,0.50815485,DET
220,19107,Buddy Biancalana,1980,311,606,550,113,30.0,0.0,70,6,161,41,41.0,0.0,0.0,0,0,0,60,0,243,0,0,0,0,0,8.0,7.0,biancbu01,19107,-2.0657962000000003,KCR
221,19177,Lena Blackburne,1910,548,2085,1806,386,138.0,0.0,172,4,483,162,0.0,0.0,14.0,0,0,2,144,180,213,0,0,0,0,0,54.0,26.0,blackle01,19177,2.8,CHW
222,19210,Larvell Blanks,1970,541,1710,1545,401,160.0,20.0,180,18,534,116,114.0,2.0,3.0,0,0,0,123,28,351,0,0,0,0,11,8.0,5.0,blankla01,19210,2.939903321,ATL
223,19289,Joe Boley,1920,341,1230,1098,303,148.0,0.0,134,3,401,82,0.0,0.0,6.0,0,0,0,0,1,334,0,0,0,0,0,14.0,6.0,boleyjo01,19289,2.9,PHA
224,19289,Joe Boley,1930,199,749,682,175,79.0,0.0,69,4,230,48,0.0,0.0,7.0,0,0,0,1,0,193,0,0,0,0,0,1.0,2.0,boleyjo01,19289,0.5,PHA
225,19294,Milt Bolling,1950,400,1328,1161,280,94.0,7.0,127,19,401,114,40.0,1.0,10.0,0,0,0,55,18,305,0,0,0,0,0,5.0,12.0,bollimi01,19294,3.965922970000001,BOS
226,19371,Lou Boudreau,1940,1425,6154,5268,1578,692.0,0.0,758,62,2221,706,0.0,0.0,27.0,0,3,6,1,38,1372,0,0,0,0,0,47.0,47.0,boudrlo01,19371,60.0,CLE
227,19371,Lou Boudreau,1950,167,611,535,143,78.0,0.0,61,6,198,61,0.0,0.0,7.0,0,0,10,2,18,114,0,0,0,0,0,2.0,2.0,boudrlo01,19371,2.6223289000000003,BOS
228,19377,Larry Bowa,1970,1489,6385,5915,1552,351.0,32.0,725,11,1909,309,286.0,23.0,13.0,0,0,0,1,0,1481,0,0,0,0,0,251.0,81.0,bowala01,19377,12.8032448,PHI
229,19377,Larry Bowa,1980,758,2718,2503,639,174.0,11.0,262,4,787,165,143.0,22.0,4.0,0,0,0,4,0,741,0,0,0,0,0,67.0,24.0,bowala01,19377,3.4088512000000004,CHC
230,19455,Bobby Bragan,1940,597,2051,1900,456,172.0,0.0,136,15,587,110,0.0,0.0,2.0,0,140,0,7,24,415,0,0,0,0,0,12.0,0.0,bragabo01,19455,0.9,BRO
231,19464,Al Brancato,1940,261,959,862,185,72.0,0.0,105,3,248,88,0.0,0.0,2.0,0,0,0,0,32,229,0,0,0,0,0,4.0,6.0,brancal01,19464,-3.5,PHA
232,19515,Eddie Bressoud,1950,268,820,742,186,53.0,2.0,81,14,274,58,49.0,9.0,3.0,0,0,1,58,19,177,0,0,0,0,0,1.0,2.0,bressed01,19515,1.5891457500000004,NYG
233,19515,Eddie Bressoud,1960,918,3286,2930,739,312.0,23.0,362,80,1197,301,266.0,35.0,9.0,0,0,9,8,38,825,1,0,0,1,0,8.0,11.0,bressed01,19515,12.837214,BOS
234,19531,Jim Brideweser,1950,329,697,620,156,50.0,1.0,79,1,193,63,40.0,4.0,2.0,0,0,0,57,11,217,0,0,0,0,0,6.0,2.0,brideji01,19531,1.6542849999999998,NYY
235,19533,Rocky Bridges,1950,812,2243,2011,497,169.0,13.0,224,14,634,178,108.0,9.0,6.0,0,0,0,209,177,412,1,0,0,1,0,9.0,15.0,bridgro01,19533,4.6711263,CIN
236,19535,Al Bridwell,1900,634,2505,2165,552,166.0,0.0,219,0,617,243,0.0,0.0,20.0,0,0,1,7,43,556,3,2,14,19,0,83.0,0.0,bridwal01,19535,11.2,BSN
237,19535,Al Bridwell,1910,618,2423,2004,512,182.0,0.0,238,2,612,314,0.0,0.0,12.0,0,0,1,53,15,538,0,0,0,0,0,53.0,16.0,bridwal01,19535,7.8999999999999995,BSN
238,19549,Ed Brinkman,1960,984,3518,3220,704,233.0,17.0,287,30,952,229,204.0,25.0,19.0,0,0,0,2,13,947,1,0,0,1,0,19.0,21.0,brinked01,19549,2.1594833,WSA
239,19549,Ed Brinkman,1970,861,3122,2825,651,228.0,23.0,263,30,860,215,196.0,19.0,21.0,0,0,0,3,6,848,0,0,0,0,0,11.0,14.0,brinked01,19549,6.4423639999999995,DET
240,19627,Larry Brown,1960,856,3158,2809,667,211.0,18.0,271,45,918,260,236.0,24.0,20.0,0,0,0,171,29,640,0,0,0,0,0,20.0,21.0,brownla01,19627,6.65481,CLE
241,19652,Tommy Brown,1940,213,650,610,142,67.0,0.0,65,7,185,28,0.0,0.0,1.0,0,0,1,0,49,102,30,0,1,31,0,4.0,0.0,brownto02,19652,-2.7000000000000006,BRO
242,19652,Tommy Brown,1950,281,734,670,167,92.0,0.0,86,24,270,57,0.0,0.0,5.0,0,0,20,24,1,64,57,0,5,62,0,3.0,4.0,brownto02,19652,1.2003558,BRO
243,19709,Don Buddin,1950,401,1637,1359,325,133.0,10.0,198,27,485,239,237.0,2.0,13.0,0,0,0,0,0,399,0,0,0,0,0,8.0,5.0,buddido01,19709,4.186611,BOS
244,19709,Don Buddin,1960,310,1126,930,226,92.0,7.0,144,14,336,171,157.0,14.0,5.0,0,0,0,5,11,279,0,0,0,0,0,7.0,3.0,buddido01,19709,3.383542,BOS
245,19769,Rick Burleson,1970,876,3773,3420,935,309.0,36.0,425,30,1237,248,242.0,6.0,19.0,0,0,0,31,2,849,0,0,0,0,0,55.0,42.0,burleri01,19769,15.0105,BOS
246,19769,Rick Burleson,1980,470,1944,1719,466,140.0,10.0,231,20,616,172,167.0,5.0,9.0,0,0,0,61,4,343,0,0,0,0,45,17.0,26.0,burleri01,19769,7.481281699999999,CAL
247,19772,Johnny Burnett,1930,519,1989,1784,511,210.0,0.0,278,9,661,162,0.0,0.0,8.0,0,0,0,93,133,253,1,0,2,3,0,14.0,12.0,burnejo01,19772,3.9999999999999996,CLE
248,19816,Ed Busch,1940,270,1000,917,240,75.0,0.0,80,0,273,62,0.0,0.0,3.0,0,0,1,29,6,231,0,0,0,0,0,7.0,7.0,busched01,19816,1.6,PHA
249,19818,Donie Bush,1900,177,755,600,165,37.0,0.0,127,0,190,95,0.0,0.0,4.0,0,0,0,0,0,177,0,0,0,0,0,55.0,0.0,bushdo01,19818,7.0,DET
250,19818,Donie Bush,1910,1449,6580,5462,1334,330.0,0.0,958,8,1616,912,0.0,0.0,23.0,0,0,0,0,1,1447,0,0,0,0,0,324.0,71.0,bushdo01,19818,30.700000000000003,DET
251,19818,Donie Bush,1920,319,1399,1148,305,69.0,0.0,195,1,359,151,0.0,0.0,2.0,0,0,0,26,42,242,0,0,0,0,0,27.0,22.0,bushdo01,19818,1.4,WSH
252,19836,Art Butler,1910,454,1485,1289,311,101.0,0.0,181,3,390,146,0.0,0.0,10.0,0,0,0,85,17,236,2,10,6,18,0,54.0,19.0,butlear01,19836,2.3,STL
253,19845,Johnny Butler,1920,375,1415,1251,315,146.0,0.0,115,3,396,111,0.0,0.0,14.0,0,0,0,8,170,202,0,0,0,0,0,17.0,0.0,butlejo02,19845,0.4,BRO
254,19927,Bert Campaneris,1960,794,3478,3210,846,201.0,11.0,419,24,1137,197,190.0,7.0,33.0,1,1,1,1,7,710,68,2,1,71,0,292.0,77.0,campabe01,19927,13.765114,KCA
255,19927,Bert Campaneris,1970,1342,5667,5039,1283,406.0,45.0,700,52,1686,394,386.0,8.0,30.0,0,0,0,0,0,1320,0,0,0,0,2,336.0,108.0,campabe01,19927,27.976547,OAK
256,19981,Leo Cardenas,1960,1317,5101,4625,1220,483.0,34.0,482,82,1750,365,255.0,110.0,21.0,0,0,0,0,0,1298,0,0,0,0,0,31.0,34.0,cardele01,19981,22.554375,CIN
257,19981,Leo Cardenas,1970,624,2301,2082,505,206.0,14.0,180,36,712,157,145.0,12.0,7.0,0,0,0,3,69,545,0,0,0,0,4,8.0,14.0,cardele01,19981,3.5318393999999995,MIN
258,19990,Tom Carey,1870,536,2410,2394,646,270.0,0.0,405,5,766,16,0.0,0.0,0.0,0,0,1,116,7,418,0,0,3,3,0,27.0,7.0,careyto01,19990,8.600000000000001,HAR
259,20025,Chico Carrasquel,1950,1325,5259,4644,1199,474.0,19.0,568,55,1586,491,219.0,4.0,38.0,0,0,1,22,49,1241,0,0,0,0,0,31.0,28.0,carrach01,20025,20.340733,CHW
260,20078,Ed Caskin,1880,412,1647,1567,349,142.0,0.0,197,2,408,80,0.0,0.0,0.0,0,11,0,13,69,324,0,0,0,0,0,0.0,0.0,caskied01,20078,2.9,NYG
261,20081,Joe Cassidy,1900,303,1242,1157,264,76.0,0.0,130,2,344,40,0.0,0.0,6.0,0,0,0,0,23,250,1,20,11,32,0,40.0,0.0,cassijo02,20081,1.9,WSH
262,20110,Howdy Caton,1910,133,528,462,101,26.0,0.0,56,0,130,50,0.0,0.0,2.0,0,0,0,0,14,110,0,1,0,1,0,14.0,0.0,catonho01,20110,1.4,PIT
263,20116,Wayne Causey,1960,970,3411,2971,768,271.0,29.0,334,33,1043,360,338.0,22.0,13.0,0,0,0,287,178,405,0,0,0,0,0,12.0,11.0,causewa01,20116,10.912873899999996,KCA
264,20119,Ike Caveney,1920,466,1751,1577,410,196.0,0.0,173,13,558,97,0.0,0.0,11.0,0,0,0,5,0,457,0,0,0,0,0,15.0,13.0,cavenik01,20119,4.3,CIN
265,20132,Elio Chacon,1960,228,742,616,143,39.0,3.0,89,4,180,111,107.0,4.0,4.0,0,0,0,87,1,110,3,0,7,10,0,20.0,12.0,chacoel01,20132,4.1837511,CIN
266,20156,Darrel Chaney,1970,822,2164,1904,418,175.0,12.0,216,14,560,214,175.0,39.0,3.0,0,1,0,137,133,530,0,0,0,0,0,18.0,18.0,chaneda01,20156,4.8659963,CIN
