,PITCHER,NAME,YEAR,Unnamed: 0,W,L,SV,IP,R,ER,PA,AB,H,HR,TB,BB,UBB,IBB,HBP,SO,PLAYERID,BASEBALLREFERENCECODE,WARP,TEAM
572,21596,Jumbo Elliott,1930,4466,47,43,8,795.6666,465,390,3514,0.0,917,55,0.0,262,262,0,16.0,270,21596,ellioju01,5.600000000000001,PHI
573,21608,Dick Ellsworth,1960,4473,112,132,2,2079.334,993,853,8769,8025.0,2188,189,3161.0,568,500,68,41.0,1108,21608,ellswdi01,0.29568300000000125,CHC
574,21628,Joe Engel,1910,4487,17,23,4,405.6667,195,149,1683,0.0,344,6,0.0,238,238,0,23.0,151,21628,engeljo01,1.2,WSH
575,21675,Duke Esper,1890,4514,101,100,5,1727.667,1196,842,0,0.0,2048,46,0.0,669,669,0,32.0,453,21675,esperdu01,17.9,BLN
576,21735,Bill Fagan,1880,4552,6,15,0,187.333,182,110,206,0.0,234,5,0.0,99,99,0,3.0,61,21735,faganbi01,-2.8000000000000003,KCC
577,21750,Pete Falcone,1970,4559,36,56,1,785.0,406,372,3430,2957.0,762,80,1191.0,389,366,23,12.0,485,21750,falcope01,3.4221180000000007,STL
578,21750,Pete Falcone,1980,4560,34,34,6,650.3333,311,277,2789,2439.0,623,72,958.0,282,260,22,4.0,380,21750,falcope01,3.0623970000000003,NYM
579,21791,Jim Faulkner,1920,4587,10,8,2,126.9997,65,50,563,0.0,144,5,0.0,46,46,0,4.0,34,21791,faulkji01,0.5,NYG
580,21829,Don Ferrarese,1950,4612,13,18,3,300.6667,150,136,1309,1099.0,257,19,372.0,184,179,5,5.0,206,21829,ferrado01,3.2935991000000002,BAL
581,21829,Don Ferrarese,1960,4613,6,18,2,206.0004,99,89,894,766.0,192,19,306.0,111,103,8,2.0,144,21829,ferrado01,1.4344940000000002,PHI
582,21867,Pete Filson,1980,4649,15,14,4,356.6670000000001,167,159,1549,1382.0,356,45,562.0,137,124,13,6.0,178,21867,filsope01,-0.7595299000000001,MIN
583,21888,Carl Fischer,1930,4667,46,50,11,823.0010000000002,471,423,3678,0.0,900,53,0.0,372,372,0,11.0,376,21888,fischca01,6.3,WSH
584,21929,Warren Fitzgerald,1890,4697,15,20,0,301.0,184,115,0,0.0,310,7,0.0,100,100,0,13.0,113,21929,fitzgjo01,3.1,LOU
585,21949,Patsy Flaherty,1900,4708,65,79,2,1249.3339999999998,575,428,3636,0.0,1229,25,0.0,317,317,0,52.0,266,21949,flahepa02,5.1,PIT
586,21953,Mike Flanagan,1970,4710,60,40,1,876.6667,380,354,3619,3291.0,843,69,1229.0,266,257,9,8.0,569,21953,flanami01,17.704469,BAL
587,21953,Mike Flanagan,1980,4711,103,94,0,1740.0000000000002,846,776,7400,6684.0,1801,170,2719.0,568,543,25,25.0,845,21953,flanami01,1.888475200000001,BAL
588,22008,Curry Foley,1870,4737,9,9,0,161.667,111,45,709,0.0,175,1,0.0,15,15,0,0.0,57,22008,foleycu01,-0.8,BSN
589,22008,Curry Foley,1880,4738,18,18,0,281.0,200,129,1229,0.0,336,2,0.0,49,49,0,0.0,70,22008,foleycu01,-1.4,BUF
590,22015,Rich Folkers,1970,4740,19,23,7,422.9999,207,193,1832,1611.0,416,40,639.0,170,140,30,8.0,242,22015,folkeri01,3.6876968999999997,STL
591,22018,Ray Fontenot,1980,4742,25,26,2,493.6666,253,221,2112,1921.0,551,42,791.0,153,142,11,6.0,216,22018,fontera01,-2.874938,CHC
592,22033,Whitey Ford,1950,4753,121,50,7,1561.667,531,461,6453,4183.0,1301,100,1343.0,664,643,21,17.0,915,22033,fordwh01,34.08044,NYY
593,22033,Whitey Ford,1960,4754,115,56,3,1608.6670000000001,576,506,6582,6058.0,1465,128,2162.0,422,399,23,11.0,1041,22033,fordwh01,36.535643,NYY
594,22034,Brownie Foreman,1890,4755,12,12,2,224.3337,168,124,0,0.0,245,6,0.0,115,115,0,29.0,81,22034,forembr01,1.4000000000000001,PIT
595,22035,Frank Foreman,1880,4756,26,25,0,467.0,318,193,126,0.0,437,8,0.0,150,150,0,41.0,206,22035,foremfr01,3.3,BAL
596,22035,Frank Foreman,1890,4757,58,59,3,1038.9997,721,470,0,0.0,1159,36,0.0,443,443,0,93.0,336,22035,foremfr01,9.799999999999999,CIN
597,22035,Frank Foreman,1900,4758,12,9,1,215.6663,147,97,0,0.0,261,3,0.0,66,66,0,8.0,44,22035,foremfr01,2.4,BLA
598,22041,Terry Forster,1970,4768,38,52,100,773.9996,330,293,3303,2896.0,735,34,968.0,324,290,34,15.0,591,22041,forstte01,9.873105999999998,CHW
599,22041,Terry Forster,1980,4769,16,13,27,331.6667,124,104,1399,1220.0,299,17,415.0,133,104,29,9.0,200,22041,forstte01,2.9675142000000005,ATL
600,22083,Bill Foxen,1900,4796,10,14,0,230.6663,85,63,919,0.0,191,2,0.0,85,85,0,12.0,89,22083,foxenbi01,1.7999999999999998,PHI
601,22083,Bill Foxen,1910,4797,6,6,0,95.6667,41,30,397,0.0,92,2,0.0,55,55,0,3.0,41,22083,foxenbi01,1.1,CHC
602,22087,Ken Frailing,1970,4802,10,16,2,218.333,116,96,972,870.0,252,19,354.0,82,70,12,4.0,136,22087,frailke01,-0.6374819,CHC
603,22090,Ray Francis,1920,4805,12,28,3,337.0,220,174,1502,0.0,409,12,0.0,110,110,0,12.0,96,22090,francra01,-0.7,BOS
604,22127,Tony Freitas,1930,4827,25,33,4,518.0003,301,258,2259,0.0,614,31,0.0,137,137,0,11.0,135,22127,freitto01,3.5999999999999996,CIN
605,22131,Larry French,1920,4829,7,5,1,123.0,78,67,552,0.0,130,10,0.0,62,62,0,3.0,49,22131,frencla01,0.7,PIT
606,22131,Larry French,1930,4830,156,134,14,2481.666,1136,942,10605,0.0,2701,130,0.0,610,610,0,27.0,901,22131,frencla01,35.9,CHC
607,22131,Larry French,1940,4831,34,32,2,547.3340000000002,226,197,2308,0.0,544,24,0.0,147,147,0,12.0,237,22131,frencla01,8.4,BRO
608,22147,Danny Friend,1890,4842,32,29,0,551.6669999999999,382,289,0,0.0,612,22,0.0,249,249,0,60.0,158,22147,frienda01,6.3,CHC
609,22170,Woodie Fryman,1960,4859,39,46,2,737.0,354,306,3088,2779.0,744,52,1040.0,244,227,17,22.0,480,22170,frymawo01,3.227306,PHI
610,22170,Woodie Fryman,1970,4860,81,95,20,1478.6673,700,639,6329,5595.0,1450,129,2155.0,575,527,48,42.0,976,22170,frymawo01,10.441947,MON
611,22170,Woodie Fryman,1980,4861,21,14,36,195.6667,82,65,811,715.0,173,6,216.0,71,57,14,4.0,131,22170,frymawo01,3.0819412,MON
612,22200,Fred Fussell,1920,4876,14,17,5,294.66700000000003,183,159,1307,0.0,365,16,0.0,88,88,0,5.0,103,22200,fussefr01,0.5,CHC
613,22299,Rob Gardner,1970,4927,10,6,1,135.0,68,58,587,523.0,137,14,202.0,54,50,4,1.0,78,22299,gardnro01,1.0143407,NYY
614,22324,Jerry Garvin,1970,4948,14,31,0,412.0007,228,210,1793,1605.0,451,55,733.0,143,134,9,10.0,208,22324,garvije01,-4.404132499999999,TOR
615,22324,Jerry Garvin,1980,4949,6,10,8,194.0,91,88,831,735.0,197,19,306.0,76,63,13,1.0,112,22324,garvije01,-0.4009570000000001,TOR
616,22358,Johnny Gee,1940,4974,6,10,1,155.9999,93,77,701,0.0,189,8,0.0,54,54,0,2.0,49,22358,geejo01,-1.4000000000000001,NYG
617,22384,Lefty George,1910,4993,7,21,0,242.9996,154,104,1145,0.0,285,5,0.0,98,98,0,19.0,74,22384,georgle01,-0.6000000000000001,BSN
618,22394,Al Gerheauser,1940,4998,25,50,1,643.0,347,295,2847,0.0,726,25,0.0,224,224,0,6.0,255,22394,gerheal01,2.4,PHI
619,22418,Joe Giard,1920,5013,13,15,0,277.66700000000003,202,184,1294,0.0,330,21,0.0,173,173,0,6.0,71,22418,giardjo01,-0.7999999999999998,SLB
620,22419,Joe Gibbon,1960,5014,56,58,16,1006.6666,444,385,4214,3731.0,939,66,1348.0,352,294,58,29.0,678,22419,gibbojo01,11.046925300000002,PIT
621,22523,Jerry Don Gleaton,1980,5073,10,17,11,248.0,145,128,1079,930.0,248,24,384.0,114,105,9,7.0,142,22523,gleatje01,-2.1100980000000003,KCR
622,22539,Ed Glynn,1980,5079,8,7,5,124.3333,70,61,559,480.0,124,13,195.0,67,58,9,0.0,105,22539,glynned01,1.3568949999999995,CLE
623,22569,Lefty Gomez,1930,5093,165,89,9,2234.667,949,804,9505,0.0,2031,122,0.0,904,904,0,15.0,1337,22569,gomezle01,43.4,NYY
624,22569,Lefty Gomez,1940,5094,24,13,0,268.333,142,126,1224,0.0,259,16,0.0,191,191,0,4.0,131,22569,gomezle01,-0.39999999999999997,NYY
625,22627,Tom Gorman,1980,5118,12,10,0,213.6667,108,103,901,813.0,212,18,319.0,66,54,12,2.0,144,22627,gormato03,4.192984,NYM
626,22647,Al Grabowski,1930,5130,6,4,1,107.0,66,57,485,0.0,120,7,0.0,49,49,0,3.0,43,22647,graboal01,1.0,STL
627,22675,Bill Grahame,1900,5137,14,21,1,304.666,124,95,1210,0.0,275,3,0.0,92,92,0,17.0,129,22675,grahabi01,2.1,SLB
628,22701,Dolly Gray,1910,5159,10,32,0,350.0,196,135,1470,0.0,376,7,0.0,105,105,0,13.0,126,22701,graydo01,0.0,WSH
629,22711,Ted Gray,1940,5165,16,14,2,292.0,138,127,1291,0.0,253,17,0.0,180,180,0,8.0,161,22711,grayte01,3.6,DET
630,22711,Ted Gray,1950,5166,43,60,2,841.9993,486,423,3576,566.0,819,97,277.0,415,414,1,20.0,526,22711,grayte01,2.89236,DET
631,22721,Fred Green,1960,5175,8,5,3,105.0,49,42,464,395.0,105,10,153.0,48,37,11,1.0,57,22721,greenfr01,0.4758000000000001,PIT
632,22742,Vean Gregg,1910,5185,90,61,10,1318.6667,506,384,5310,0.0,1153,14,0.0,514,514,0,49.0,702,22742,greggve01,23.9,CLE
633,22790,Ross Grimsley,1970,5217,117,88,3,1863.999,818,743,7722,7052.0,1876,179,2847.0,501,459,42,13.0,703,22790,grimsro02,11.014262000000002,BAL
634,22790,Ross Grimsley,1980,5218,7,11,0,176.0,129,120,795,715.0,229,23,348.0,58,51,7,2.0,47,22790,grimsro02,-2.711262,BAL
635,22792,Lee Grissom,1930,5220,25,30,6,480.6673,244,219,2069,0.0,475,26,0.0,191,191,0,7.0,248,22792,grissle01,3.4,CIN
636,22802,Don Gross,1950,5230,20,22,10,392.6663,186,163,1665,1510.0,395,44,622.0,117,102,15,7.0,227,22802,grossdo01,4.3409917999999985,CIN
637,22813,Lefty Grove,1920,5237,87,52,24,1254.333,530,430,5318,0.0,1191,41,0.0,456,456,0,17.0,837,22813,grovele01,29.7,PHA
638,22813,Lefty Grove,1930,5238,199,76,31,2399.0,907,776,10054,0.0,2344,93,0.0,639,639,0,22.0,1313,22813,grovele01,80.8,BOS
639,22813,Lefty Grove,1940,5239,14,13,0,287.333,157,133,1250,0.0,314,28,0.0,92,92,0,3.0,116,22813,grovele01,2.8,BOS
640,22824,Joe Grzenda,1970,5247,9,8,11,190.0,95,84,804,711.0,186,11,272.0,68,44,24,7.0,109,22824,grzenjo01,0.5028379999999999,WSA
641,22830,Ron Guidry,1970,5253,59,19,3,752.3337,234,208,2994,2733.0,599,46,883.0,221,218,3,2.0,652,22830,guidrro01,22.900494,NYY
642,22830,Ron Guidry,1980,5254,111,72,1,1639.6670000000001,719,666,6800,6280.0,1599,180,2538.0,412,391,21,11.0,1126,22830,guidrro01,28.584693100000006,NYY
643,22838,Don Gullett,1970,5258,109,50,11,1390.0004,528,481,5726,5132.0,1205,115,1810.0,501,459,42,12.0,921,22838,gulledo01,21.8923383,CIN
644,22852,Larry Gura,1970,5270,56,37,13,949.6667,420,368,3964,3586.0,922,88,1393.0,272,251,21,18.0,395,22852,gurala01,5.1385989,CHC
645,22852,Larry Gura,1980,5271,70,60,1,1097.3326,538,487,4635,4189.0,1098,116,1721.0,328,311,17,28.0,406,22852,gurala01,-2.8053613,KCR
646,22878,Harvey Haddix,1950,5284,95,80,8,1572.001,704,626,6374,3751.0,1494,179,1571.0,414,375,39,30.0,1093,22878,haddiha01,31.92773,STL
647,22878,Harvey Haddix,1960,5285,41,33,13,662.9993999999998,308,275,2782,2534.0,660,61,1007.0,187,149,38,13.0,482,22878,haddiha01,10.374133,PIT
648,22883,Mickey Haefner,1940,5291,77,83,13,1372.0,602,511,5886,0.0,1308,62,0.0,520,520,0,37.0,481,22883,haefnmi01,16.1,WSH
649,22899,Noodles Hahn,1890,5302,23,8,0,309.0,128,92,0,0.0,280,3,0.0,68,68,0,10.0,145,22899,hahnno01,8.4,CIN
650,22899,Noodles Hahn,1900,5303,107,86,0,1720.3329999999999,693,482,2654,0.0,1636,24,0.0,313,313,0,42.0,772,22899,hahnno01,37.199999999999996,CIN
651,22939,Tom Hall,1960,5325,10,8,0,170.3337,78,60,711,644.0,156,13,232.0,62,56,6,1.0,110,22939,hallto01,1.907503,MIN
652,22939,Tom Hall,1970,5326,42,25,32,682.3334,282,250,2842,2466.0,500,75,858.0,320,294,26,7.0,687,22939,hallto01,15.2526947,CIN
653,22941,Bill Hallahan,1920,5328,6,8,0,165.6667,84,75,698,0.0,153,7,0.0,103,103,0,1.0,88,22941,hallabi01,2.1,STL
654,22941,Bill Hallahan,1930,5329,96,86,8,1574.6660000000002,831,704,6926,0.0,1685,64,0.0,676,676,0,7.0,768,22941,hallabi01,13.899999999999997,STL
655,22960,Dave Hamilton,1970,5336,39,38,31,673.9993,300,263,2906,2540.0,648,55,956.0,289,267,22,12.0,411,22960,hamilda01,4.9503337,OAK
656,22961,Earl Hamilton,1910,5338,74,102,7,1580.3329999999999,713,518,6488,0.0,1519,24,0.0,562,562,0,57.0,579,22961,hamilea01,16.699999999999996,SLB
657,22961,Earl Hamilton,1920,5339,41,45,6,762.0,362,304,3257,0.0,800,19,0.0,211,211,0,13.0,211,22961,hamilea01,8.6,PIT
658,22963,Steve Hamilton,1960,5341,33,26,35,552.9996,202,185,2269,2022.0,463,43,693.0,178,150,28,9.0,444,22963,hamilst01,10.5128937,NYY
659,22963,Steve Hamilton,1970,5342,7,5,7,110.0,42,40,457,402.0,93,8,141.0,36,22,14,3.0,87,22963,hamilst01,1.5937,CHC
660,23009,Snipe Hansen,1930,5369,22,45,6,625.6663,429,348,2828,0.0,783,50,0.0,194,194,0,16.0,176,23009,hansesn01,1.2999999999999996,PHI
661,23052,Harry Harper,1910,5397,48,58,5,1037.0,429,317,4254,0.0,877,12,0.0,488,488,0,36.0,526,23052,harpeha01,11.100000000000001,WSH
662,23052,Harry Harper,1920,5398,9,18,0,219.0004,102,83,918,0.0,223,14,0.0,94,94,0,4.0,97,23052,harpeha01,3.2,BOS
663,23089,Mickey Harris,1940,5420,45,54,1,817.0010000000002,432,374,3634,0.0,874,56,0.0,345,345,0,9.0,423,23089,harrimi01,5.4,BOS
664,23089,Mickey Harris,1950,5421,14,17,20,233.0,128,114,1010,371.0,223,22,148.0,110,110,0,3.0,111,23089,harrimi01,2.1963860000000004,WSH
665,23102,Jack Harshman,1950,5428,67,61,7,1114.9993,476,431,4753,3442.0,975,89,1235.0,509,494,15,22.0,716,23102,harshja01,21.044667999999994,CHW
666,23143,Andy Hassler,1970,5449,32,60,6,832.9993,448,374,3662,3192.0,864,40,1165.0,383,364,19,27.0,443,23143,hasslan01,-2.5415518,CAL
667,23143,Andy Hassler,1980,5450,12,11,23,290.3333,114,104,1234,1065.0,261,27,402.0,137,107,30,5.0,187,23143,hasslan01,0.5011835300000003,CAL
668,23154,Joe Hatten,1940,5459,56,37,4,843.3330000000001,369,331,3625,0.0,840,43,0.0,378,378,0,17.0,292,23154,hattejo01,10.299999999999999,BRO
669,23154,Joe Hatten,1950,5460,9,12,0,243.667,153,137,1098,279.0,284,27,127.0,114,114,0,2.0,89,23154,hattejo01,-2.424528,BRO
670,23166,Brad Havens,1980,5468,24,37,3,590.6668999999998,336,316,2580,2290.0,624,76,1004.0,246,215,31,5.0,370,23166,havenbr01,0.3885905000000002,MIN
671,23206,Bunny Hearn,1910,5494,13,21,0,356.6667,149,131,1441,0.0,375,11,0.0,89,89,0,3.0,102,23206,hearnbu01,2.6,STL
672,23207,Bunny Hearn,1920,5496,7,11,2,158.333,90,77,692,0.0,161,4,0.0,82,82,0,1.0,65,23207,hearnbu02,0.5,BSN
673,23222,Neal Heaton,1980,5501,61,83,10,1223.3323,661,606,5272,4732.0,1297,129,1985.0,431,386,45,22.0,551,23222,heatone01,-6.543252999999999,CLE
674,23222,Neal Heaton,1990,5502,19,13,0,283.6667,143,126,1209,1078.0,292,34,450.0,93,87,6,10.0,148,23222,heatone01,1.3880116000000002,PIT
675,23224,Wally Hebert,1930,5505,11,25,1,299.6663,227,188,1378,0.0,387,21,0.0,123,123,0,6.0,74,23224,heberwa01,0.30000000000000004,SLB
676,23224,Wally Hebert,1940,5506,10,11,0,184.0,75,61,785,0.0,197,3,0.0,45,45,0,2.0,41,23224,heberwa01,2.4,PIT
677,23244,Fred Heimach,1920,5519,44,55,5,948.6673,566,476,4169,0.0,1099,50,0.0,295,295,0,18.0,253,23244,heimafr01,5.1000000000000005,PHA
678,23244,Fred Heimach,1930,5520,18,14,2,340.0,189,163,1478,0.0,411,15,0.0,65,65,0,9.0,81,23244,heimafr01,0.8999999999999999,BRO
679,23248,Ken Heintzelman,1940,5524,65,73,7,1168.667,575,505,5060,0.0,1216,74,0.0,487,487,0,9.0,427,23248,heintke01,14.399999999999999,PIT
680,23248,Ken Heintzelman,1950,5525,10,24,3,286.3327,143,127,1232,487.0,282,24,188.0,119,119,0,4.0,114,23248,heintke01,1.8271959999999998,PHI
681,23283,Bob Hendley,1960,5540,48,52,12,879.3326999999998,439,388,3710,3298.0,864,99,1317.0,329,300,29,6.0,522,23283,hendlbo01,2.8138810000000003,CHC
682,23308,Bill Henry,1950,5555,29,32,19,533.3331000000002,232,200,2236,1004.0,495,54,374.0,182,171,11,9.0,313,23308,henrybi01,5.737938,BOS
683,23308,Bill Henry,1960,5556,17,18,71,379.6667,154,131,1567,1407.0,347,35,516.0,114,82,32,16.0,308,23308,henrybi01,7.276168699999999,CIN
684,23310,Dutch Henry,1920,5558,25,26,6,491.3333,285,231,2190,0.0,598,30,0.0,142,142,0,4.0,135,23310,henrydu01,1.1999999999999997,NYG
685,23318,Roy Henshaw,1930,5563,31,34,4,596.9997,322,273,2635,0.0,627,35,0.0,261,261,0,16.0,270,23318,henshro01,3.4,CHC
686,23342,Ramon Hernandez,1970,5580,23,13,41,369.6668,120,112,1545,1385.0,325,17,456.0,121,82,39,11.0,224,23342,hernara01,4.136493499999999,PIT
687,23345,Willie Hernandez,1970,5581,20,13,7,248.6667,118,106,1060,922.0,236,25,365.0,102,74,28,6.0,169,23345,hernawi01,0.452304,CHC
688,23345,Willie Hernandez,1980,5582,50,50,140,795.9993999999998,313,286,3306,2969.0,716,72,1078.0,247,196,51,19.0,619,23345,hernawi01,13.044829000000002,DET
689,23374,Otto Hess,1900,5596,46,49,4,842.6669999999998,346,234,28,0.0,749,8,0.0,249,249,0,51.0,391,23374,hessot01,5.6000000000000005,CLE
690,23374,Otto Hess,1910,5597,24,41,1,575.3330000000001,317,235,2466,0.0,606,18,0.0,199,199,0,29.0,189,23374,hessot01,1.7999999999999998,BSN
691,23394,Kevin Hickey,1980,5613,7,11,16,192.3333,84,72,812,709.0,172,15,247.0,82,65,17,4.0,91,23394,hickeke01,-0.43463764,CHW
692,23421,Ted Higuera,1980,5629,78,44,0,1084.999,431,395,4451,4026.0,941,96,1430.0,331,318,13,18.0,857,23421,higuete01,19.817019,MIL
693,23421,Ted Higuera,1990,5630,16,20,0,295.0,177,159,1301,1161.0,321,35,509.0,112,108,4,7.0,224,23421,higuete01,3.131142,MIL
694,23428,Tom Hilgendorf,1970,5635,19,14,12,307.3334000000001,123,105,1329,1166.0,299,25,430.0,125,98,27,7.0,171,23428,hilgeto01,0.5976836,CLE
695,23430,Bill Hill,1890,5636,36,69,3,925.0,607,428,0,0.0,994,24,0.0,406,406,0,59.0,280,23430,hillbi01,9.1,LOU
696,23443,Homer Hillebrand,1900,5645,8,4,1,114.6667,39,32,454,0.0,86,1,0.0,40,40,0,3.0,70,23443,hilleho01,1.9,PIT
697,23448,John Hiller,1960,5650,17,13,10,300.3333,109,99,1238,1111.0,253,26,382.0,107,101,6,1.0,206,23448,hillejo01,2.9215715,DET
698,23448,John Hiller,1970,5651,69,63,115,910.9996,314,277,3828,3305.0,749,81,1113.0,414,350,64,11.0,812,23448,hillejo01,12.644861,DET
699,23471,Rich Hinton,1970,5662,9,17,3,249.6667,152,135,1107,977.0,283,23,404.0,91,79,12,7.0,152,23471,hintori01,1.8968929,CHW
700,23479,Roy Hitt,1900,5666,6,10,0,153.333,76,58,622,0.0,143,2,0.0,56,56,0,12.0,63,23479,hittro01,-0.5,CIN
701,23508,Billy Hoeft,1950,5684,75,82,11,1383.3337,675,628,5968,3373.0,1403,136,1294.0,508,486,22,32.0,821,23508,hoeftbi01,17.674691000000006,DET
702,23508,Billy Hoeft,1960,5685,22,19,22,464.0003,208,181,1957,1737.0,417,37,639.0,177,154,23,4.0,319,23508,hoeftbi01,5.9250783,BAL
703,23510,Joe Hoerner,1960,5687,19,10,60,258.3333,79,63,1033,921.0,202,20,303.0,68,45,23,6.0,196,23510,hoernjo01,3.94839097,STL
704,23510,Joe Hoerner,1970,5688,20,24,39,304.6667,134,124,1342,1163.0,317,30,469.0,113,77,36,12.0,216,23510,hoernjo01,1.5792551999999995,PHI
705,23511,Lefty Hoerst,1940,5689,10,33,1,348.0006,230,200,1572,0.0,381,24,0.0,175,175,0,3.0,105,23511,hoersle01,-2.4,PHI
706,23521,Guy Hoffman,1980,5696,17,12,1,308.6670000000001,151,142,1318,1181.0,326,33,519.0,105,91,14,7.0,169,23521,hoffmgu01,1.7624315000000004,CHW
707,23544,Chief Hogsett,1930,5703,62,85,33,1186.999,813,673,5459,0.0,1470,85,0.0,488,488,0,57.0,427,23544,hogsech01,4.800000000000001,DET
708,23559,Al Holland,1980,5715,34,30,78,636.6673000000002,239,212,2670,2380.0,541,55,836.0,227,173,54,5.0,505,23559,hollaal01,11.468226,PHI
709,23569,Al Hollingsworth,1930,5722,33,67,5,855.3322999999998,477,404,3788,0.0,924,26,0.0,342,342,0,9.0,367,23569,hollial01,5.3999999999999995,CIN
710,23569,Al Hollingsworth,1940,5723,37,37,10,664.9997,311,270,2915,0.0,718,21,0.0,245,245,0,5.0,241,23569,hollial01,5.800000000000001,SLB
711,23596,Ken Holtzman,1960,5741,48,43,1,793.6667,345,304,3341,2998.0,721,74,1129.0,284,256,28,17.0,563,23596,holtzke01,2.2226186,CHC
712,23596,Ken Holtzman,1970,5742,126,107,2,2073.6664,928,807,8728,7944.0,2066,175,3047.0,626,584,42,32.0,1038,23596,holtzke01,19.084413,CHC
713,23599,Don Hood,1970,5743,24,26,5,651.6666,322,288,2805,2449.0,631,43,912.0,294,270,24,13.0,291,23599,hooddo01,-3.193191,CLE
714,23599,Don Hood,1980,5744,10,9,1,196.6667,90,69,846,745.0,209,14,292.0,70,62,8,6.0,83,23599,hooddo01,0.01218899999999995,KCR
715,23637,Ricky Horton,1980,5770,31,26,14,631.3331000000002,276,258,2665,2387.0,644,52,967.0,200,160,40,14.0,301,23637,hortori01,3.843128,STL
716,23653,Tom House,1970,5777,29,23,33,536.0003,258,226,2263,2005.0,516,49,777.0,182,149,33,20.0,261,23653,houseto01,-2.2945078999999997,ATL
717,23703,Al Hrabosky,1970,5808,57,31,90,591.3332,227,198,2500,2166.0,504,36,733.0,258,208,50,13.0,484,23703,hraboal01,8.16312189,STL
718,23703,Al Hrabosky,1980,5809,7,4,7,130.6667,57,51,558,484.0,115,14,182.0,57,49,8,0.0,64,23703,hraboal01,-0.005006000000000066,ATL
719,23708,Carl Hubbell,1920,5812,28,17,2,392.0,177,149,1641,0.0,390,24,0.0,88,88,0,9.0,143,23708,hubbeca01,6.7,NYG
720,23708,Carl Hubbell,1930,5813,188,104,30,2596.6679999999997,917,782,10584,0.0,2437,147,0.0,467,467,0,39.0,1281,23708,hubbeca01,56.0,NYG
721,23708,Carl Hubbell,1940,5814,37,33,1,601.6659999999998,286,257,2580,0.0,634,56,0.0,170,170,0,5.0,253,23708,hubbeca01,5.9,NYG
722,23823,Bert Inks,1890,5893,27,46,1,603.6666,532,370,0,0.0,780,12,0.0,266,266,0,41.0,167,23823,inksbe01,-0.39999999999999986,BRO
723,23845,Al Jackson,1960,5902,67,99,10,1371.3327000000004,711,601,5859,5330.0,1419,114,2100.0,399,360,39,39.0,725,23845,jacksal01,0.5409266999999998,NYM
724,23849,Darrell Jackson,1970,5904,8,10,0,161.6666,89,79,715,626.0,178,14,270.0,74,73,1,3.0,97,23849,jacksda01,0.1075697,MIN
725,23849,Darrell Jackson,1980,5905,12,17,1,249.3334,130,121,1071,939.0,247,22,364.0,112,105,7,4.0,132,23849,jacksda01,-1.1757069,MIN
726,23852,Grant Jackson,1960,5907,18,28,3,413.6667,194,162,1781,1575.0,401,27,558.0,163,150,13,7.0,327,23852,jacksgr01,4.7472859000000005,PHI
727,23852,Grant Jackson,1970,5908,55,40,63,792.0003,324,297,3309,2922.0,713,67,1082.0,288,242,46,12.0,495,23852,jacksgr01,8.189884200000002,BAL
728,23852,Grant Jackson,1980,5909,13,7,13,153.0,71,64,662,580.0,158,15,236.0,60,48,12,2.0,67,23852,jacksgr01,-0.012535000000000074,PIT
729,23879,Beany Jacobson,1900,5923,22,46,0,612.3333,317,217,0,0.0,618,11,0.0,148,148,0,12.0,195,23879,jacobbe01,-0.19999999999999993,SLB
730,23915,Larry Jaster,1960,5951,33,31,3,562.6669999999999,242,218,2350,2127.0,534,60,820.0,162,140,22,15.0,298,23915,jastela01,1.0712558,STL
731,23954,Tommy John,1960,5970,59,58,3,1109.3326,404,346,4562,4135.0,985,74,1388.0,342,306,36,27.0,693,23954,johnto01,16.901512699999998,CHW
732,23954,Tommy John,1970,5971,133,84,1,1972.9990000000007,801,677,8180,7508.0,1934,109,2617.0,520,481,39,34.0,1029,23954,johnto01,24.394735900000004,LAD
733,23954,Tommy John,1980,5972,96,89,0,1627.9997,812,726,6949,6399.0,1864,119,2617.0,397,370,27,37.0,523,23954,johnto01,-4.381411,NYY
734,23955,Augie Johns,1920,5973,6,4,1,113.667,78,68,530,0.0,118,6,0.0,70,70,0,5.0,41,23955,johnsau01,-0.2,DET
735,23963,Art Johnson,1940,5977,7,16,1,195.6663,100,80,853,0.0,203,7,0.0,79,79,0,7.0,71,23963,johnsar02,0.8,BSN
736,23987,Earl Johnson,1940,5993,40,32,16,526.9996,286,246,2320,0.0,529,25,0.0,262,262,0,13.0,242,23987,johnsea01,2.3000000000000003,BOS
737,23997,Jeff Johnson,1990,6000,8,16,0,182.3334,143,132,829,748.0,239,20,354.0,58,57,1,8.0,76,23997,johnsje02,-2.0891651,NYY
738,24003,John Henry Johnson,1970,6008,15,24,0,353.0,176,156,1518,1330.0,332,43,526.0,154,145,9,2.0,187,24003,johnsjo04,0.3552269999999999,OAK
739,24003,John Henry Johnson,1980,6009,11,9,9,249.6667,118,105,1075,955.0,253,17,362.0,96,84,12,3.0,220,24003,johnsjo04,3.186341,BOS
740,24005,Ken Johnson,1950,6012,9,9,0,180.333,100,89,813,236.0,177,12,90.0,125,125,0,4.0,101,24005,johnske01,-0.9372774,PHI
741,24030,Vic Johnson,1940,6028,6,8,2,126.3333,77,71,583,0.0,152,5,0.0,69,69,0,2.0,31,24030,johnsvi01,-1.0999999999999999,BOS
